"MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_Z6","SOL_BD6","SOL_AWC6","SOL_K6","SOL_CBN6","CLAY6","SILT6","SAND6","ROCK6","SOL_ALB6","USLE_K6","SOL_EC6","SOL_Z7","SOL_BD7","SOL_AWC7","SOL_K7","SOL_CBN7","CLAY7","SILT7","SAND7","ROCK7","SOL_ALB7","USLE_K7","SOL_EC7","SOL_Z8","SOL_BD8","SOL_AWC8","SOL_K8","SOL_CBN8","CLAY8","SILT8","SAND8","ROCK8","SOL_ALB8","USLE_K8","SOL_EC8","SOL_Z9","SOL_BD9","SOL_AWC9","SOL_K9","SOL_CBN9","CLAY9","SILT9","SAND9","ROCK9","SOL_ALB9","USLE_K9","SOL_EC9","SOL_Z10","SOL_BD10","SOL_AWC10","SOL_K10","SOL_CBN10","CLAY10","SILT10","SAND10","ROCK10","SOL_ALB10","USLE_K10","SOL_EC10"
"BCKIR~~~~~N","4006","BCKIR~~~~~N","SLCBC","100","5","2","1200","0.5","0.5","Not available","30","1.33","13","50","2","9","46","45","15","0.1","0.145891384146492","0","70","1.41","11","30","14","7","34","59","15","0","0","0","270","1.44","12","50","5","8","36","56","15","0","0","0","860","1.6","15","60","0","10","36","54","15","0","0","0","1200","1.64","17","40","0","8","36","56","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKKOca~~~A","4007","BCKKOca~~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","200","1.1","6","3","2","35","55","10","1","0.1","0.239007647441952","0","450","1.35","6","3","1","35","55","10","1","0","0","0","850","1.4","10","3","0.5","15","60","25","1","0","0","0","1000","1.4","10","3","0.5","15","60","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKKU~~~~~A","4008","BCKKU~~~~~A","SLCBC","100","6","3","1250","0.5","0.5","Not available","50","1.4","11","10","4","10","25","65","10","0.1","0.105787990035161","0","100","1.45","11","10","1","10","25","65","20","0","0","0","200","1.45","11","10","0.6","10","25","65","30","0","0","0","600","1.5","6","300","0.3","5","15","80","70","0","0","0","1100","1.5","6","300","0.1","5","15","80","70","0","0","0","1250","1.5","6","300","0.1","5","15","80","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKLK~~~~~A","4009","BCKLK~~~~~A","SLCBC","100","7","1","1500","0.5","0.5","Not available","80","1.4","6","300","1.1","5","15","80","35","0.1","0.0816431087788799","0","150","1.5","6","300","1.1","5","15","80","35","0","0","0","250","1.5","4","600","1.2","2","3","95","45","0","0","0","430","1.5","4","600","1.1","2","3","95","45","0","0","0","660","1.5","3","600","0.8","2","3","95","60","0","0","0","1250","1.5","3","600","0.8","2","3","95","60","0","0","0","1500","1.7","3","1","0.3","29","39","32","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKLK~~~~~N","4010","BCKLK~~~~~N","SLCBC","100","6","1","1500","0.5","0.5","Not available","150","1.5","6","300","1.1","5","15","80","35","0.1","0.0816431087788799","0","250","1.5","4","600","1.2","2","3","95","45","0","0","0","430","1.5","4","600","1.1","2","3","95","45","0","0","0","660","1.5","3","600","0.8","2","3","95","60","0","0","0","1250","1.5","3","600","0.8","2","3","95","60","0","0","0","1500","1.7","3","1","0.3","29","39","32","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKLL~~~~~A","4011","BCKLL~~~~~A","SLCBC","100","3","2","1000","0.5","0.5","Not available","200","1.13","16","30","6","19","63","18","0","0.1","0.223948484328247","1","400","1.04","17","70","2","13","59","28","0","0","0","2","1000","1.1","15","20","1","17","59","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKLL~~~~~N","4012","BCKLL~~~~~N","SLCBC","100","3","3","1000","0.5","0.5","Not available","200","1.49","7","10","4","17","54","29","0","0.1","0.165155679739065","0","400","1.04","17","70","2","13","59","28","0","0","0","2","1000","1.1","15","20","1","17","59","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKLO~~~~~A","4013","BCKLO~~~~~A","SLCBC","100","4","2","1100","0.5","0.5","Not available","200","1.35","18","30","3.3","8","27","65","40","0.1","0.10916459599035","0","350","1.45","14","30","0.4","8","17","75","40","0","0","0","700","1.5","6","300","0.3","5","15","80","60","0","0","0","1100","1.55","3","600","0.1","3","10","87","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKLO~~~~~N","4014","BCKLO~~~~~N","SLCBC","100","4","2","1100","0.5","0.5","Not available","200","1.35","18","30","3.3","8","27","65","40","0.1","0.10916459599035","0","350","1.45","14","30","0.4","8","17","75","40","0","0","0","700","1.5","6","300","0.3","5","15","80","60","0","0","0","1100","1.55","3","600","0.1","3","10","87","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKMI~~~~~A","4015","BCKMI~~~~~A","SLCBC","100","7","3","1290","0.5","0.5","Not available","100","1.35","10","10","4.5","7","36","57","0","0.1","0.125743200807277","0","190","1.35","10","10","0.4","10","32","58","0","0","0","0","290","1.37","10","10","0.3","7","33","60","0","0","0","0","540","1.36","10","10","0.3","6","34","60","0","0","0","0","630","1.36","10","10","0.2","5","34","61","0","0","0","0","940","1.62","9","3","0.1","29","1","70","0","0","0","0","1290","1.33","10","3","0.1","7","17","76","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKMI~~~~~N","4016","BCKMI~~~~~N","SLCBC","100","7","3","1290","0.5","0.5","Not available","40","0.95","10","10","5.7","7","36","57","0","0.1","0.125742556052793","0","190","1.35","10","10","0.4","10","32","58","0","0","0","0","290","1.37","10","10","0.3","7","33","60","0","0","0","0","540","1.36","10","10","0.3","6","34","60","0","0","0","0","630","1.36","10","10","0.2","5","34","61","0","0","0","0","940","1.62","9","3","0.1","29","1","70","0","0","0","0","1290","1.33","10","3","0.1","7","17","76","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKMS08~~~A","4017","BCKMS08~~~A","SLCBC","100","4","1","1000","0.5","0.5","Not available","220","1.2","26","100","1.8","12","71","17","0","0.1","0.289020332091983","1","570","1.3","29","100","0.6","5","85","10","0","0","0","1","720","1.3","29","100","0.3","5","85","10","0","0","0","1","1000","1.5","7","300","0.1","5","15","80","30","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKMSca~~~A","4018","BCKMSca~~~A","SLCBC","100","4","1","1000","0.5","0.5","Not available","220","1.2","26","100","1.8","12","71","17","0","0.1","0.289020332091983","1","570","1.3","29","100","0.6","5","85","10","0","0","0","1","720","1.3","29","100","0.3","5","85","10","0","0","0","1","1000","1.5","7","300","0.1","5","15","80","30","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKMS~~~~~A","4019","BCKMS~~~~~A","SLCBC","100","5","3","1120","0.5","0.5","Not available","150","0.92","26","3","4","12","71","17","0","0.1","0.279545326885449","1","250","1","32","3","2.2","10","70","20","2","0","0","1","470","1.32","13","3","0.4","28","57","15","2","0","0","0","820","1.27","21","3","0.2","15","67","18","2","0","0","0","1120","1.5","14","30","0.1","15","25","60","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKMS~~~~~N","4020","BCKMS~~~~~N","SLCBC","100","5","3","1120","0.5","0.5","Not available","150","0.92","26","3","4","12","71","17","0","0.1","0.279545326885449","1","250","1","32","3","2.2","10","70","20","2","0","0","1","470","1.32","13","3","0.4","28","57","15","2","0","0","0","820","1.27","21","3","0.2","15","67","18","2","0","0","0","1120","1.5","14","30","0.1","15","25","60","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNE~~~~~N","4021","BCKNE~~~~~N","SLCBC","100","7","2","1000","0.5","0.5","Not available","30","1.4","14","100","0.7","10","25","65","0","0.1","0.136886741621354","0","110","1.4","14","100","0.3","10","25","65","0","0","0","0","250","1.4","15","100","0.2","10","35","55","0","0","0","0","410","1.4","15","100","0.2","10","35","55","0","0","0","0","480","1.45","18","100","0.1","15","60","25","0","0","0","0","740","1.3","21","30","0.1","15","60","25","0","0","0","0","1000","1.4","17","100","0.1","5","50","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNH~~~~~N","4022","BCKNH~~~~~N","SLCBC","100","3","1","1000","0.5","0.5","Not available","350","1.4","13","100","1.5","15","60","25","35","0.1","0.204658643181911","0","500","1.4","8","100","0.5","18","42","40","50","0","0","0","1000","1.4","6","100","0.1","18","42","40","60","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNK01~~~N","4023","BCKNK01~~~N","SLCBC","100","6","4","1000","0.5","0.5","Not available","20","1.2","15","100","2","11","34","55","15","0.1","0.124818576353631","0","150","1.45","12","100","2.3","11","34","55","15","0","0","0","400","1.45","11","100","0.7","10","25","65","15","0","0","0","500","1.6","9","3","1.3","8","27","65","15","0","0","0","800","1.6","8","3","0.3","10","25","65","20","0","0","0","1000","1.8","8","1","0.2","5","31","64","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNK~~~~~N","4024","BCKNK~~~~~N","SLCBC","100","6","4","1000","0.5","0.5","Not available","20","1.2","15","100","2","11","34","55","15","0.1","0.124818576353631","0","150","1.45","12","100","2.3","11","34","55","15","0","0","0","400","1.45","11","100","0.7","10","25","65","15","0","0","0","500","1.6","9","3","1.3","8","27","65","15","0","0","0","800","1.6","8","3","0.3","10","25","65","20","0","0","0","1000","1.8","8","1","0.2","5","31","64","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNP~~~~~N","4025","BCKNP~~~~~N","SLCBC","100","4","1","1000","0.5","0.5","Not available","160","1.4","10","90","17","8","30","62","60","0.1","0.11508238254491","2","230","1.5","11","50","2","8","31","61","60","0","0","4","300","1.42","10","60","1","9","30","61","60","0","0","3","1000","1.31","7","40","1","9","30","61","60","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNTdsv~~A","4026","BCKNTdsv~~A","SLCBC","100","4","4","1000","0.5","0.5","Not available","160","0.9","24","3","4.6","17","73","10","0","0.1","0.35406356978269","0","340","1.25","24","3","1.5","17","73","10","0","0","0","0","440","1.3","10","1","1","15","75","10","0","0","0","0","1000","1.55","5","600","0.1","4","11","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNTd~~~~A","4027","BCKNTd~~~~A","SLCBC","100","5","4","1010","0.5","0.5","Not available","160","0.9","24","3","4.6","17","73","10","0","0.1","0.35406356978269","0","360","1.25","24","3","1.5","17","73","10","0","0","0","0","560","1.3","10","1","1","15","75","10","0","0","0","0","760","1.4","11","1","0.5","15","65","20","0","0","0","0","1010","1.55","5","600","0.1","4","11","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKNY~~~~~A","4028","BCKNY~~~~~A","SLCBC","100","6","3","1200","0.5","0.5","Not available","100","1.2","12","10","1.5","8","47","45","0","0.1","0.157113778711062","0","300","1.2","10","10","0.9","5","35","60","0","0","0","0","370","1.35","6","100","0.4","3","22","75","0","0","0","0","500","1.35","6","100","0.2","3","24","73","2","0","0","0","1000","1.4","6","300","0.1","5","15","80","3","0","0","0","1200","1.45","3","600","0.1","5","5","90","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOA~~~~~N","4029","BCKOA~~~~~N","SLCBC","100","6","1","1000","0.5","0.5","Not available","40","1.13","12","100","2","9","41","50","38","0.1","0.136864004063753","0","300","1.35","9","100","0.3","9","39","52","45","0","0","0","450","1.45","7","100","0.3","9","38","53","55","0","0","0","650","1.45","8","100","0.2","8","39","53","50","0","0","0","860","1.82","6","100","0.1","13","37","50","30","0","0","0","1000","1.98","3","100","0.1","13","38","49","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOB01~~~N","4030","BCKOB01~~~N","SLCBC","100","7","4","1000","0.5","0.5","Not available","20","1.3","16","100","0.5","15","60","25","0","0.1","0.248889783277579","0","90","1.4","17","100","0.4","9","79","12","0","0","0","0","140","1.3","18","100","0.3","8","75","17","0","0","0","0","240","1.4","10","100","0.9","53","41","6","0","0","0","0","440","1.5","6","1.2","0.8","69","28","3","0","0","0","0","700","1.7","14","1","0.7","64","33","3","0","0","0","0","1000","1.7","14","1","0.7","43","56","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOB~~~~~A","4031","BCKOB~~~~~A","SLCBC","100","5","4","1000","0.5","0.5","Not available","150","1.3","18","100","0.3","8","75","17","0","0.1","0.416788239235937","0","240","1.4","10","100","0.9","53","41","6","0","0","0","0","440","1.5","6","1.2","0.8","69","28","3","0","0","0","0","700","1.7","14","1","0.7","64","33","3","0","0","0","0","1000","1.7","14","1","0.7","43","56","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOB~~~~~N","4032","BCKOB~~~~~N","SLCBC","100","7","4","1000","0.5","0.5","Not available","20","1.3","16","100","0.5","15","60","25","0","0.1","0.248889783277579","0","90","1.4","17","100","0.4","9","79","12","0","0","0","0","140","1.3","18","100","0.3","8","75","17","0","0","0","0","240","1.4","10","100","0.9","53","41","6","0","0","0","0","440","1.5","6","1.2","0.8","69","28","3","0","0","0","0","700","1.7","14","1","0.7","64","33","3","0","0","0","0","1000","1.7","14","1","0.7","43","56","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOKco~~~N","4033","BCKOKco~~~N","SLCBC","100","5","3","1000","0.5","0.5","Not available","150","0.99","20","10","10","25","61","14","20","0.1","0.23513699377371","0","300","1.2","15","70","3","24","43","33","20","0","0","0","500","1.3","11","10","0","8","36","56","45","0","0","0","800","1.3","14","10","0","16","35","49","45","0","0","0","1000","1.64","6","40","0","10","36","54","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOKg~~~~N","4034","BCKOKg~~~~N","SLCBC","100","5","3","1000","0.5","0.5","Not available","150","0.99","20","10","10","25","61","14","35","0.1","0.23513699377371","0","300","1.2","15","70","3","24","43","33","35","0","0","0","500","1.3","11","10","0","8","36","56","45","0","0","0","800","1.3","14","10","0","16","35","49","45","0","0","0","1000","1.64","6","40","0","10","36","54","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOKlop~~N","4035","BCKOKlop~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","150","1.2","15","70","3","24","43","33","10","0.1","0.139601764883961","0","350","1.3","11","10","0","24","43","33","45","0","0","0","650","1.3","14","10","0","24","43","33","45","0","0","0","1000","1.64","6","40","0","24","43","33","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOKp~~~~N","4036","BCKOKp~~~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","150","1.2","15","70","3","24","43","33","10","0.1","0.139601764883961","0","350","1.3","11","10","0","8","36","56","45","0","0","0","650","1.3","14","10","0","16","35","49","45","0","0","0","1000","1.64","6","40","0","10","36","54","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOK~~~~~N","4037","BCKOK~~~~~N","SLCBC","100","5","3","1000","0.5","0.5","Not available","150","0.99","20","10","10","25","61","14","10","0.1","0.23513699377371","0","300","1.2","15","70","3","24","43","33","10","0","0","0","500","1.3","11","10","0","8","36","56","45","0","0","0","800","1.3","14","10","0","16","35","49","45","0","0","0","1000","1.64","6","40","0","10","36","54","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOW~~~~~A","4038","BCKOW~~~~~A","SLCBC","100","5","4","1040","0.5","0.5","Not available","200","1.2","12","10","3.4","10","36","54","2","0.1","0.126003008694084","0","280","1.45","8","10","0.5","14","31","55","12","0","0","0","480","1.5","15","10","0.3","15","33","52","15","0","0","0","640","1.65","14","1","0.4","12","34","54","30","0","0","0","1040","1.75","16","1","0.2","3","45","52","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKOW~~~~~N","4039","BCKOW~~~~~N","SLCBC","100","6","4","1300","0.5","0.5","Not available","90","1.2","12","10","3.2","10","36","54","5","0.1","0.126023561600459","0","210","1.15","8","10","1.4","12","38","50","15","0","0","0","300","1.45","8","10","0.5","14","31","55","10","0","0","0","490","1.5","15","10","0.3","15","33","52","15","0","0","0","600","1.65","14","1","0.4","12","34","54","30","0","0","0","1300","1.75","16","1","0.2","3","45","52","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKPX~~~~~N","4040","BCKPX~~~~~N","SLCBC","100","6","1","1000","0.5","0.5","Not available","100","1.45","10","100","4.3","10","25","65","35","0.1","0.105786308387655","0","200","1.45","10","100","3.9","10","25","65","35","0","0","0","400","1.45","10","100","2","10","25","65","35","0","0","0","650","1.5","6","300","1.2","5","15","80","35","0","0","0","900","1.5","10","300","0.6","5","15","80","35","0","0","0","1000","1.5","10","300","0.3","5","15","80","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKRR~~~~~N","4041","BCKRR~~~~~N","SLCBC","100","4","1","1000","0.5","0.5","Not available","100","1.2","9","100","13.6","10","25","65","45","0.1","0.105785260360561","0","110","1.5","3","100","2.2","5","15","80","65","0","0","0","250","1.5","3","330","1","5","15","80","65","0","0","0","1000","1.5","3","330","0.8","5","15","80","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKRU~~~~~N","4042","BCKRU~~~~~N","SLCBC","100","4","2","1100","0.5","0.5","Not available","160","1.2","10","100","2.9","9","36","55","20","0.1","0.126030067611477","0","390","1.45","11","100","0.9","11","33","56","20","0","0","1","720","1.6","11","30","0.8","10","32","58","35","0","0","3","1100","1.6","6","30","0.8","11","30","59","35","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKSK~~~~~N","4043","BCKSK~~~~~N","SLCBC","100","6","3","1000","0.5","0.5","Not available","30","1.3","18","30","0.5","6","63","31","0","0.1","0.250108188363345","0","190","1.3","16","10","0.5","14","64","22","0","0","0","0","400","1.5","11","10","0.7","52","40","8","1","0","0","0","600","1.6","10","10","0.7","48","35","17","3","0","0","0","900","1.5","10","3","0.5","52","36","12","3","0","0","0","1000","1.5","12","3","0.2","40","40","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKST~~~~~A","4044","BCKST~~~~~A","SLCBC","100","8","4","1500","0.5","0.5","Not available","180","1.1","6","3","2.8","35","55","10","0","0.1","0.235117488808165","0","410","1.35","6","3","0.5","35","55","10","0","0","0","0","560","1.4","10","3","0.2","15","60","25","0","0","0","0","710","1.4","10","3","0.1","15","60","25","0","0","0","0","840","1.45","14","3","0.1","8","47","45","0","0","0","0","1040","1.5","6","100","0.1","5","15","80","0","0","0","0","1220","1.5","6","100","0.1","5","15","80","0","0","0","0","1500","1.6","5","600","0.1","5","5","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKTTd~~~~A","4045","BCKTTd~~~~A","SLCBC","100","5","3","1250","0.5","0.5","Not available","250","1.25","22","3","5.9","20","72","8","0","0.1","0.36747536039275","0","470","1.3","18","3","0.7","23","69","8","0","0","0","0","600","1.25","22","3","1","18","72","10","0","0","0","0","1000","1.25","25","3","1.8","15","70","15","0","0","0","2","1250","1.45","14","3","1.3","8","47","45","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
