"MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_Z6","SOL_BD6","SOL_AWC6","SOL_K6","SOL_CBN6","CLAY6","SILT6","SAND6","ROCK6","SOL_ALB6","USLE_K6","SOL_EC6","SOL_Z7","SOL_BD7","SOL_AWC7","SOL_K7","SOL_CBN7","CLAY7","SILT7","SAND7","ROCK7","SOL_ALB7","USLE_K7","SOL_EC7","SOL_Z8","SOL_BD8","SOL_AWC8","SOL_K8","SOL_CBN8","CLAY8","SILT8","SAND8","ROCK8","SOL_ALB8","USLE_K8","SOL_EC8","SOL_Z9","SOL_BD9","SOL_AWC9","SOL_K9","SOL_CBN9","CLAY9","SILT9","SAND9","ROCK9","SOL_ALB9","USLE_K9","SOL_EC9","SOL_Z10","SOL_BD10","SOL_AWC10","SOL_K10","SOL_CBN10","CLAY10","SILT10","SAND10","ROCK10","SOL_ALB10","USLE_K10","SOL_EC10"
"BCKTT~~~~~N","4046","BCKTT~~~~~N","SLCBC","100","5","3","1250","0.5","0.5","Not available","250","1.25","22","3","5.9","20","72","8","0","0.1","0.36747536039275","0","470","1.3","18","3","0.7","23","69","8","0","0","0","0","600","1.25","22","3","1","18","72","10","0","0","0","0","1000","1.25","25","3","1.8","15","70","15","0","0","0","2","1250","1.45","14","3","1.3","8","47","45","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKTZd~~~~A","4047","BCKTZd~~~~A","SLCBC","100","6","4","1400","0.5","0.5","Not available","200","1.1","24","3","8.2","35","57","8","0","0.1","0.264730561347548","0","370","1.2","6","3","2.9","36","56","8","0","0","0","0","550","1.3","18","3","0.6","43","51","6","0","0","0","0","800","1.3","13","1","0.5","42","52","6","0","0","0","0","1050","1.3","12","1","0.2","40","50","10","0","0","0","0","1400","1.35","14","1","0.2","50","45","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKTZ~~~~~N","4048","BCKTZ~~~~~N","SLCBC","100","6","4","1400","0.5","0.5","Not available","200","1.1","24","3","8.2","35","57","8","0","0.1","0.264730561347548","0","370","1.2","6","3","2.9","36","56","8","0","0","0","0","550","1.3","18","3","0.6","43","51","6","0","0","0","0","800","1.3","13","1","0.5","42","52","6","0","0","0","0","1050","1.3","12","1","0.2","40","50","10","0","0","0","0","1400","1.35","14","1","0.2","50","45","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEag~~~A","4049","BCKUEag~~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","200","0.99","20","10","6","15","50","35","35","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","35","0","0","0","740","1.34","17","70","2","15","50","35","35","0","0","0","1000","1.6","9","60","1","1","17","82","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEa~~~~A","4050","BCKUEa~~~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","200","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEg~~~~A","4051","BCKUEg~~~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","35","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","35","0","0","0","740","1.34","17","70","2","15","50","35","35","0","0","0","1000","1.6","9","60","1","1","17","82","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEg~~~~N","4052","BCKUEg~~~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","35","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","35","0","0","0","740","1.34","17","70","2","15","50","35","35","0","0","0","1000","1.6","9","60","1","1","17","82","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEmd~~~A","4053","BCKUEmd~~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEmd~~~N","4054","BCKUEmd~~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEpdvsvA","4055","BCKUEpdvsvA","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEpdvsvN","4056","BCKUEpdvsvN","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEpod~~A","4057","BCKUEpod~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUEpod~~N","4058","BCKUEpod~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUE~~~~~A","4059","BCKUE~~~~~A","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUE~~~~~N","4060","BCKUE~~~~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","60","0.99","20","10","6","15","50","35","5","0.1","0.152544138218043","0","370","1.37","12","50","3","27","42","31","5","0","0","0","740","1.34","17","70","2","15","50","35","5","0","0","0","1000","1.6","9","60","1","1","17","82","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUSid~~~A","4061","BCKUSid~~~A","SLCBC","100","7","2","1230","0.5","0.5","Not available","280","1.37","7","180","3","5","17","78","0","0.1","0.0762545432332855","0","360","1.47","6","140","3","4","17","79","0","0","0","0","460","1.49","7","170","1","5","17","78","0","0","0","0","610","1.49","7","170","1","5","17","78","0","0","0","0","760","1.6","9","60","0","5","17","78","0","0","0","0","1220","1.6","9","60","0","5","17","78","0","0","0","0","1230","1.55","4","560","0","4","5","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUSid~~~N","4062","BCKUSid~~~N","SLCBC","100","7","2","1230","0.5","0.5","Not available","280","1.41","9","150","0","5","18","77","0","0.1","0.106758059815551","0","360","1.47","6","140","3","4","17","79","0","0","0","0","460","1.49","7","170","1","5","17","78","0","0","0","0","610","1.49","7","170","1","5","17","78","0","0","0","0","760","1.6","9","60","0","5","17","78","0","0","0","0","1220","1.6","9","60","0","5","17","78","0","0","0","0","1230","1.55","4","560","0","4","5","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUS~~~~~A","4063","BCKUS~~~~~A","SLCBC","100","7","1","1230","0.5","0.5","Not available","280","1.37","7","180","3","5","17","78","0","0.1","0.0762545432332855","0","360","1.47","6","140","3","4","17","79","0","0","0","0","460","1.49","7","170","1","5","17","78","0","0","0","0","610","1.49","7","170","1","5","17","78","0","0","0","0","760","1.6","9","60","0","5","17","78","0","0","0","0","1220","1.6","9","60","0","5","17","78","0","0","0","0","1230","1.55","4","560","0","4","5","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKUS~~~~~N","4064","BCKUS~~~~~N","SLCBC","100","7","1","1230","0.5","0.5","Not available","280","1.41","9","150","0","5","18","77","0","0.1","0.106758059815551","0","360","1.47","6","140","3","4","17","79","0","0","0","0","460","1.49","7","170","1","5","17","78","0","0","0","0","610","1.49","7","170","1","5","17","78","0","0","0","0","760","1.6","9","60","0","5","17","78","0","0","0","0","1220","1.6","9","60","0","5","17","78","0","0","0","0","1230","1.55","4","560","0","4","5","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWE12~~~N","4065","BCKWE12~~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","80","1","24","100","5","39","53","8","0","0.1","0.244589697870051","0","230","1.5","9","10","0.7","39","53","8","5","0","0","0","460","1.5","9","10","0.7","38","41","21","5","0","0","0","1000","1.5","9","10","0.6","36","42","22","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWEp~~~~N","4066","BCKWEp~~~~N","SLCBC","100","4","3","1000","0.5","0.5","Not available","80","1","24","100","5","39","53","8","0","0.1","0.244589697870051","0","230","1.5","9","10","0.7","39","53","8","5","0","0","0","460","1.5","9","10","0.7","38","41","21","5","0","0","0","1000","1.5","9","10","0.6","36","42","22","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWG56~~~N","4067","BCKWG56~~~N","SLCBC","100","2","1","1000","0.5","0.5","Not available","600","1.5","4","600","0.2","5","5","90","50","0.1","0.04123749978521","0","1000","1.5","3","600","0.1","2","3","95","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWI~~~~~A","4068","BCKWI~~~~~A","SLCBC","100","6","1","2000","0.5","0.5","Not available","80","1.4","8","300","1","5","15","80","0","0.1","0.0836814069180698","0","180","1.55","3","600","0.6","5","5","90","0","0","0","0","360","1.55","3","600","0.6","5","5","90","0","0","0","0","540","1.55","3","600","0.6","5","5","90","0","0","0","0","840","1.55","3","600","0.6","5","5","90","0","0","0","0","2000","1.55","3","600","0.4","2","3","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWI~~~~~N","4069","BCKWI~~~~~N","SLCBC","100","6","1","2000","0.5","0.5","Not available","10","1.4","8","300","1","5","15","80","0","0.1","0.0836814069180698","0","180","1.5","6","300","0.6","5","15","80","0","0","0","0","360","1.55","3","600","0.6","5","5","90","0","0","0","0","540","1.55","3","600","0.6","5","5","90","0","0","0","0","840","1.55","3","600","0.6","5","5","90","0","0","0","0","2000","1.55","3","600","0.4","2","3","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWN~~~~~A","4070","BCKWN~~~~~A","SLCBC","100","6","4","1000","0.5","0.5","Not available","100","1.4","12","100","1.5","8","47","45","15","0.1","0.157113778711062","0","200","1.45","9","100","0.9","10","25","65","35","0","0","0","320","1.45","9","100","0.4","10","25","65","35","0","0","0","600","1.45","9","100","0.4","10","25","65","35","0","0","0","770","1.6","18","100","0.3","15","60","25","15","0","0","0","1000","1.7","12","1","0.2","10","25","65","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWN~~~~~N","4071","BCKWN~~~~~N","SLCBC","100","6","4","1000","0.5","0.5","Not available","40","1.4","12","100","1.3","8","47","45","15","0.1","0.164804475789467","0","200","1.45","9","100","0.9","10","25","65","35","0","0","0","320","1.45","9","100","0.4","10","25","65","35","0","0","0","600","1.45","9","100","0.4","10","25","65","35","0","0","0","770","1.6","18","100","0.3","15","60","25","15","0","0","0","1000","1.7","12","1","0.2","10","25","65","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKWY~~~~~N","4072","BCKWY~~~~~N","SLCBC","100","4","4","1400","0.5","0.5","Not available","250","1.4","16","10","4.5","5","40","55","20","0.1","0.132518647648806","0","600","1.4","16","10","2.5","4","36","60","30","0","0","0","1200","1.7","11","1","2.8","3","27","70","45","0","0","0","1400","1.75","8","1","2.6","3","17","80","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKXU~~~~~A","4073","BCKXU~~~~~A","SLCBC","100","7","3","1290","0.5","0.5","Not available","40","0.95","10","10","5.7","7","36","57","0","0.1","0.125742556052793","0","190","1.35","10","10","0.4","10","32","58","0","0","0","0","290","1.37","10","10","0.3","7","33","60","0","0","0","0","540","1.36","10","10","0.3","6","34","60","0","0","0","0","630","1.36","10","10","0.2","5","34","61","0","0","0","0","940","1.62","9","3","0.1","29","1","70","0","0","0","0","1290","1.33","10","3","0.1","7","17","76","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKXU~~~~~N","4074","BCKXU~~~~~N","SLCBC","100","7","3","1290","0.5","0.5","Not available","40","0.95","10","10","5.7","7","36","57","0","0.1","0.125742556052793","0","190","1.35","10","10","0.4","10","32","58","0","0","0","0","290","1.37","10","10","0.3","7","33","60","0","0","0","0","540","1.36","10","10","0.3","6","34","60","0","0","0","0","630","1.36","10","10","0.2","5","34","61","0","0","0","0","940","1.62","9","3","0.1","29","1","70","0","0","0","0","1290","1.33","10","3","0.1","7","17","76","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BCKYEgsv~~A","4075","BCKYEgsv~~A","SLCBC","100","5","3","1000","0.5","0.5","Not available","60","1.4","7","10","4.4","5","30","65","35","0.1","0.114070894020607","0","100","1.35","1","100","2.2","3","14","83","35","0","0","0","450","1.27","4","100","2.2","2","19","79","35","0","0","0","750","1.3","1","10","2.4","4","25","71","35","0","0","0","1000","1.5","1","10","1.5","4","42","54","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
